7974.2,22.8709213584,22.5735705334,123.4204990903,22.0762157775,22.2286118285,149.0176953815,65.5879635633,106.9783060764,109.9548770288,20.5643336012,75.2355372984,99.2952741771,84.7099856417,77.4177190208,97.1154852473,72.1961214912,70.6875384376,105.953883645,63.0816564704,91.3734265362,84.6193580776,67.8229538507,74.8507593913,76.2122186867
8766.9,23.2021881958,20,140.5692260403,21.0847620829,22.5356104071,197.5584153057,67.7687207534,120.7273797199,118.6093732305,22.7804339198,81.3943566365,107.1428352967,95.4748448574,78.9059579856,108.4169486676,75.4831960359,73.9665049042,115.4043913342,67.1128021706,105.1826457736,87.602319718,71.459760493,76.8259755643,83.9035753211
11714.4,20,20,140.6743070534,20,20,317.4971195869,117.1677121446,100.375693503,113.6249380637,20,50.5436879227,118.762227117,92.3434611093,86.1019474213,125.9658262393,87.4979333387,93.3610760385,159.0359979003,91.717464169,111.6973613793,108.8267612741,80.9892433,64.7123833172,89.6725357071
13632.5,20,20,124.3039981959,20,20,184.757288209,109.8772570565,117.144877019,135.6021542379,20,20,181.5500590058,104.6975980042,92.3578906454,141.2862036305,93.3512849047,88.529604015,155.490124553,90.7504929674,109.6913481888,108.0887710382,84.5664903246,77.1831128098,112.1727797493
12994.5,20,20,140.0244164389,20,20,188.9380200914,135.1868945525,105.6105288384,165.8978253609,20,20,143.0172357705,113.7575839069,115.0045850936,121.0905010652,105.8768615569,100.7966198375,173.9995305431,94.2816402456,144.8575753178,109.0752931594,78.3297588571,85.0512215525,99.7363847474
17134.4,20,20,105.5398732399,20,20,162.3094233112,111.6918886018,64.5322074105,170.6606506738,20,20,150.8528669586,109.9089301388,97.2350278133,110.091671615,93.412828657,92.557496281,142.545802187,96.0839115213,96.2999662754,110.7777200743,72.3058682094,80.4251824198,103.3735809255
17890,20,20,156.4830349605,20,20,206.9632818909,140.6894120117,80.7441731294,201.5332398941,20,20,129.9132354961,113.7053110348,105.0388884145,100.9863557617,107.2343689982,101.2260254548,154.5738157901,98.2190699245,133.3928387379,111.2591830794,74.5357287691,80.5039335555,100.2964136038
19573,20,20,110.1281985808,20,20,221.3517002113,120.1964354344,56.4896531384,207.6020170886,20,20,176.9600260656,125.0696795036,107.8052596725,126.0626115221,110.016018467,104.2172285029,151.0730473551,103.9012169385,95.8922380757,126.5798410355,80.5145910696,80.8561994794,105.5077023286
19662.1,20,20,97.0948057189,20,20,182.8609900262,148.8722590591,63.7806945732,220.3817839421,20,20,131.5185329425,144.4408713028,106.6757944815,123.4694694604,88.1330562569,98.5086053448,139.4389426416,102.6777451471,98.0780478771,125.9090782276,87.4866600778,85.9469150956,105.0207732509
19636,20,20,136.499777394,20,20,213.7667182414,103.8369294433,65.9481717952,124.8730649817,20,20,77.7159991451,120.2172447547,89.0416771702,103.5486604629,76.3461738296,76.6287835366,133.4377157598,80.372497214,90.0699814515,103.442772461,63.668578991,68.4422714699,83.3022266184
18421.9,20,20,95.2689002902,20,20,184.415451618,119.7921914318,46.9193577908,124.0871508888,20,20,143.8623074918,124.4437659412,91.8724470655,125.545531793,76.7816110788,82.1794511766,125.5502239147,85.7980486562,70.9442037209,99.3504724739,62.9609226075,71.1976007607,88.8157314032
20000,20,20,119.2403897836,20,20,218.715046141,121.3214880869,124.3019670536,127.0372864597,20,20,142.4913035347,117.3247649312,88.2681427498,108.2686687489,77.172152185,75.3250294159,138.4288066291,80.7390619039,111.520548648,100.6044049674,66.0740241585,72.9252467787,88.5550240094
19662.1,23.8281836856,23.1385213133,110.2687975519,20.3350874911,24.5378033644,249.121166607,87.6917328122,102.7086070168,107.7273267766,21.9930057829,20.1622776602,118.1124581363,86.3125986082,68.0551609272,109.960339753,63.1960923777,66.0093713372,124.2026071635,68.7619096756,84.4476238296,79.4710192623,58.707913761,64.8645198817,82.8119498712
