0 1:2.45933        2:0.0572662      3:0.65625        4:0.496394       5:0.0742113      6:0.578125       7:0.351562       8:2.49609        9:0.566406       10:0.355469       11:0.0429688      12:0.761719       13:0.425781       14:2.73828        15:0.605469       16:3.35547        17:0.0273438      18:2              19:5              20:0.79524        21:0.0094887      22:0.117313       23:0.00706574     24:0.4321         
1 1:0.0676138      2:0.0238891      3:0.048393       4:0.187031       5:0.0117053      6:0.360215       7:0.130591       8:1.73656        9:0.767425       10:0.344086       11:0.0861894      12:0.657258       13:0.332761       14:0.803763       15:0.576968       16:0.65457        17:0.309913       18:6              19:4.66129        20:0.988478       21:0.00406489     22:0.102648       23:0.0128519      24:0.316444       
0 1:5.33628        2:0.317322       3:0.141972       4:0.158462       5:0.00182039     6:0.541667       7:0.306818       8:3.69318        9:0.882576       10:0.454545       11:0.0454545      12:0.950758       13:0.420455       14:5.54167        15:0.715909       16:0.598485       17:0.030303       18:2              19:5.47727        20:0.801975       21:0.0324157      22:0.142716       23:0.0153143      24:0.343346       
0 1:1.34847        2:0.443375       3:1.49203        4:0.345141       5:0.00289734     6:0.518987       7:0.189873       8:2.27848        9:1.31646        10:0.531646       11:0.151899       12:1.13291        13:0.348101       14:4.20253        15:3.10127        16:1.14557        17:0.702532       18:2              19:11.3797        20:0.790742       21:0.029838       22:0.105398       23:0.00284487     24:0.624361       
1 1:1.79954        2:0.379687       3:0.505347       4:0.277394       5:0.0349395      6:0.445183       7:0.166511       8:1.79402        9:1.17004        10:0.325581       11:0.15526        12:0.637874       13:0.385926       14:0.920266       15:0.707774       16:0.58804        17:0.37719        18:7              19:6.88372        20:0.874021       21:0.0311499      22:0.209007       23:0.0244292      24:0.480456       
0 1:5.22492        2:1.85486        3:4.57849        4:0.23537        5:0.032266       6:0.146341       7:0.173611       8:0.756097       9:0.598431       10:0.162602       11:0.0114977      12:0.166667       13:0.16432        14:0.658537       15:0.480742       16:0.256098       17:0.189188       18:3              19:2.32927        20:0.860923       21:0.0604629      22:0.134515       23:0.0941458      24:0.904597       
0 1:0.918004       2:0.271397       3:0.190006       4:0.522045       5:0.0967581      6:0.333333       7:0.025641       8:1.53846        9:0.307692       10:0.333333       11:0.0769231      12:0.923077       13:0.051282       14:1.32051        15:0.24359        16:0.75641        17:0.346154       18:2              19:2.28205        20:0.830544       21:0.109576       22:0.17443        23:0.054916       24:0.507653       
0 1:3.52781        2:0.0676689      3:0.129223       4:0.265386       5:0.0135709      6:0.465517       7:0.0517241      8:1.27586        9:0.0344828      10:0.275862       11:0              12:0.448276       13:0.0172414      14:0.267241       15:0.00862069     16:0.387931       17:0.00862069     18:2              19:1.27586        20:0.938815       21:0.000108689    22:0.149294       23:0.00685535     24:0.223333       
0 1:4.40071        2:0.487747       3:0.912972       4:0.213614       5:0.0491738      6:0.135593       7:0.040678       8:0.477288       9:0.0807435      10:0.101695       11:0.0253672      12:0.221017       13:0.0715053      14:0.155932       15:0.0830336      16:0.210169       17:0.054025       18:25             19:12.9661        20:0.842112       21:0.0784057      22:0.241339       23:0.0583937      24:0.234887       
0 1:6.28966        2:0.563812       3:0.0640717      4:0.486791       5:0.0787264      6:0.3            7:0              8:1.05           9:0.15           10:0.25           11:0.05           12:0.575          13:0.075          14:1.225          15:0.575          16:0.5            17:0.15           18:2              19:3.1            20:0.906376       21:0.0185254      22:0.289391       23:0.0467437      24:0.829254       
0 1:8.0352         2:1.24687        3:0.668175       4:0.799469       5:0.137853       6:0.444444       7:0              8:1.22222        9:0.111111       10:0.222222       11:0              12:1.72222        13:0.611111       14:2.72222        15:0.388889       16:0.444444       17:0.111111       18:2              19:7.88889        20:0.888653       21:0.0610673      22:0.479819       23:0.181946       24:0.721514       
0 1:0.0871506      2:0.171848       3:1.62701        4:0.295278       5:0.0784361      6:0.32           7:0.08           8:1              9:0.36           10:0.2            11:0.12           12:0.4            13:0.28           14:0.82           15:0.22           16:0.34           17:0.02           18:2              19:1.88           20:0.927213       21:6.02007e-05    22:0.441306       23:0.126491       24:0.939519       
0 1:15.7696        2:0.293114       3:2.43385        4:0.610511       5:0.0627841      6:0.363636       7:0              8:1.09091        9:0              10:0.181818       11:0              12:1.04545        13:0.0454546      14:2.13636        15:0.409091       16:0.363636       17:0.181818       18:2              19:4.09091        20:0.841482       21:0.00661945     22:0.403262       23:0.0253093      24:0.699759       
0 1:4.60944        2:0.205051       3:0.608372       4:0.435092       5:0.0189625      6:0.3            7:0              8:0.8            9:0              10:0.2            11:0              12:0.475          13:0.025          14:0.225          15:0.025          16:0.45           17:0              18:2              19:1.8            20:0.828349       21:0.052839       22:0.32205        23:0.00538348     24:0.734376       
0 1:4.90602        2:0.434235       3:1.23193        4:0.383559       5:0.00993238     6:0.230769       7:0.0769231      8:1.23077        9:0              10:0.153846       11:0              12:0.423077       13:0.0384616      14:1.57692        15:0.346154       16:0.153846       17:0              18:2              19:3.76923        20:0.85899        21:0.0375616      22:0.510844       23:0.0264692      24:0.658418       
0 1:5.17004        2:0.340027       3:3.15971        4:0.356453       5:0.0732099      6:2              7:0.0754716      8:2.58491        9:1.03774        10:0.773585       11:0.0566038      12:2.23585        13:0.0849056      14:1.85849        15:0.726415       16:0.698113       17:0.0188679      18:2              19:3.81132        20:0.756263       21:0.0164642      22:0.191567       23:0.0263538      24:0.841136       
1 1:4.94561        2:0.999057       3:2.05164        4:0.108688       5:0.0145147      6:0.212938       7:0.0937344      8:0.769991       9:0.363147       10:0.160827       11:0.0606852      12:0.21204        13:0.124905       14:0.310872       15:0.193152       16:0.262354       17:0.169527       18:21             19:9.0283         20:0.856458       21:0.0689152      22:0.243063       23:0.0504078      24:0.356428       
0 1:5.71204        2:0.369263       3:0.493935       4:0.31225        5:0.0402998      6:0.333333       7:0.030303       8:1.18182        9:0.030303       10:0.272727       11:0.0909091      12:0.136364       13:0.0151515      14:0.348485       15:0.106061       16:0.393939       17:0              18:2              19:1.66667        20:0.781284       21:0.00399172     22:0.282802       23:0.0353796      24:0.506693       
0 1:4.2089         2:0.922699       3:0.0153198      4:0.218896       5:0.00866842     6:0.583333       7:0.0833333      8:2.125          9:0.541667       10:0.208333       11:0.0416667      12:0.770833       13:0.0208333      14:1.875          15:0.583333       16:0.229167       17:0.0208333      18:2              19:5.08333        20:0.739373       21:0.0320557      22:0.534482       23:0.0189776      24:0.389321       
1 1:6.85894        2:1.04131        3:2.79034        4:0.207014       5:0.015378       6:0.425316       7:0.107885       8:1.81266        9:0.390432       10:0.506329       11:0.110931       12:0.873418       13:0.363888       14:0.807595       15:0.302571       16:1.27089        17:0.277397       18:5              19:5.82278        20:0.971455       21:0.0100424      22:0.146108       23:0.0349888      24:0.224308       
1 1:9.93375        2:1.92851        3:3.44345        4:0.13918        5:0.0149514      6:0.240385       7:0.0819661      8:1.02885        9:0.496888       10:0.205128       11:0.105234       12:0.389423       13:0.262557       14:0.458333       15:0.327778       16:0.232372       17:0.123616       18:13             19:7.9375         20:0.879894       21:0.0533736      22:0.372149       23:0.0741375      24:0.550162       
1 1:1.71111        2:0.538166       3:2.02466        4:0.167191       5:0.0137375      6:0.308333       7:0.116964       8:1.2            9:0.44441        10:0.258333       11:0.120474       12:0.266667       13:0.145535       14:0.658333       15:0.318089       16:0.35           17:0.114564       18:6              19:3.775          20:0.890635       21:0.050997       22:0.349042       23:0.0525893      24:0.469138       
1 1:8.75942        2:0.840675       3:3.03201        4:0.156197       5:0.0121382      6:0.280952       7:0.103126       8:1.13333        9:0.465986       10:0.228571       11:0.103892       12:0.397619       13:0.205384       14:0.590476       15:0.331081       16:0.35           17:0.124198       18:10             19:6.90476        20:0.880487       21:0.0461077      22:0.336586       23:0.0511629      24:0.376293       
0 1:9.75899        2:0.548798       3:5.87921        4:0.134408       5:0.0198623      6:0.290909       7:0.0363636      8:1.23636        9:0.0727273      10:0.290909       11:0.0363636      12:0.0181818      13:0              14:0.2            15:0.0909091      16:0.136364       17:0.0454545      18:2              19:0.527273       20:0.837275       21:0.0422435      22:0.347177       23:0.0585171      24:0.739043       
1 1:9.39042        2:1.94957        3:3.57729        4:0.167478       5:0.0127611      6:0.275304       7:0.0879577      8:1.19838        9:0.432119       10:0.218623       11:0.0739906      12:0.334008       13:0.17949        14:0.502024       15:0.343498       16:0.305668       17:0.139837       18:13             19:9.23684        20:0.864045       21:0.0707366      22:0.386958       23:0.0507949      24:1.78957e+08    
0 1:13.4506        2:2.28291        3:10.448         4:0.0998534      5:0.0142771      6:0.304348       7:0.0144928      8:1.11594        9:0.188406       10:0.275362       11:0.0434783      12:0.384058       13:0.0942029      14:0.217391       15:0.115942       16:0.0942029      17:0.00724638     18:2              19:0.666667       20:0.797163       21:0.0507339      22:0.394635       23:0.0669037      24:0.906526       
1 1:1.74928        2:0.762271       3:1.82898        4:0.160136       5:0.0171658      6:0.247104       7:0.0393747      8:0.926641       9:0.154054       10:0.185328       11:0.0393747      12:0.432432       13:0.124274       14:0.679537       15:0.310997       16:0.362934       17:0.145083       18:7              19:4.81081        20:0.904767       21:0.0100966      22:0.327557       23:0.0721406      24:0.32084        
0 1:6.0659         2:1.49017        3:2.68792        4:0.0675788      5:0.00538972     6:0.328358       7:0              8:1.25373        9:0.0597015      10:0.298507       11:0.0298508      12:0.186567       13:0.0970149      14:0.171642       15:0.0223881      16:0.268657       17:0.179104       18:2              19:0.552239       20:0.801831       21:0.0763412      22:0.611267       23:0.0592309      24:0.621649       
0 1:9.08297        2:0.600655       3:0.309002       4:0.0583158      5:0.00568421     6:0.257143       7:0.0285714      8:0.985714       9:0.0714286      10:0.257143       11:0.0571429      12:0.128571       13:0.0571429      14:0.107143       15:0.00714286     16:0.264286       17:0.178571       18:2              19:0.542857       20:0.779666       21:0.0664878      22:0.670341       23:0.0860039      24:0.909449       
0 1:5.83449        2:0.626163       3:1.02877        4:0.597778       5:0.0977778      6:0.4            7:0              8:1.4            9:0.4            10:0              11:0              12:0.55           13:0.35           14:1.9            15:1.2            16:0              17:0              18:2              19:11.2           20:0.710363       21:0.00150183     22:0.462203       23:0.0279928      24:0.824573       
1 1:1.93358        2:0.252262       3:0.600983       4:0.196388       5:0.0114703      6:0.340336       7:0.0791657      8:1.36975        9:0.206353       10:0.37395        11:0.101103       12:0.569328       13:0.214028       14:0.703782       15:0.249806       16:0.52521        17:0.183965       18:4              19:2.61345        20:0.987479       21:0.0023929      22:0.0885218      23:0.0102293      24:0.185132       
1 1:11.2871        2:0.849407       3:3.84464        4:0.186926       5:0.0158386      6:0.378378       7:0.2152         8:1.7            9:0.935889       10:0.321622       11:0.164154       12:0.489189       13:0.181383       14:1.17162        15:1.03072        16:0.517568       17:0.328356       18:10             19:7.63514        20:0.964729       21:0.0319191      22:0.156064       23:0.0257093      24:0.378744       
0 1:7.89629        2:0.0933685      3:0.0692482      4:0.198061       5:0.00245949     6:0.4375         7:0.03125        8:5.04688        9:1.17188        10:0.734375       11:0.078125       12:0.515625       13:0.171875       14:3.42969        15:0.898438       16:0.90625        17:0.15625        18:2              19:2.17188        20:0.806462       21:0.0318668      22:0.311696       23:0.0130274      24:0.199112       
1 1:1.44956        2:0.493466       3:0.296559       4:0.0898808      5:0.00273731     6:0.341598       7:0.147376       8:1.19284        9:0.484723       10:0.250689       11:0.0743291      12:0.50551        13:0.314007       14:0.524793       15:0.606586       16:0.322314       17:0.329308       18:11             19:5.07576        20:0.886467       21:0.0745128      22:0.357134       23:0.0837547      24:0.353627       
0 1:0.311928       2:0.96579        3:2.54599        4:0.450265       5:0.0192308      6:0.310345       7:0.0344828      8:2.10345        9:0.586207       10:0.206897       11:0              12:0.241379       13:0              14:2.05172        15:0.431034       16:0.293103       17:0.0517241      18:2              19:7.13793        20:0.938341       21:0.016204       22:0.198038       23:0.0158432      24:0.419995       
0 1:2.05692        2:0.698929       3:0.646578       4:0.50049        5:0.107714       6:0.266667       7:0.105409       8:1.15           9:0.280377       10:0.266667       11:0.0942809      12:0.416667       13:0.184842       14:0.858333       15:0.911463       16:0.575          17:0.248747       18:4              19:10.3           20:0.936976       21:0.0373821      22:0.184567       23:0.0355521      24:0.622778       
1 1:15.9111        2:8.98233        3:12.5094        4:0.161056       5:0.0567196      6:0.513514       7:0.19676        8:2.33784        9:1.09709        10:0.47973        11:0.201233       12:0.736486       13:0.382876       14:1.09797        15:0.435785       16:0.746622       17:0.417158       18:8              19:9.02703        20:0.828986       21:0.0830961      22:0.459547       23:0.248151       24:3.06783e+08    
0 1:4.90073        2:0.637909       3:0.15155        4:0.256994       5:0.038244       6:0.428571       7:0.0857143      8:2.48571        9:0.257143       10:0.285714       11:0.0571429      12:0.442857       13:0.0428571      14:1.22857        15:0              16:0.357143       17:0.0428571      18:2              19:1.6            20:0.901558       21:0.00241596     22:0.301299       23:0.0400906      24:0.602986       
0 1:4.1877         2:0.730309       3:0.396324       4:0.697988       5:0.0889884      6:0.36           7:0.04           8:1.28           9:0              10:0.28           11:0.04           12:0.68           13:0.04           14:0.4            15:0.12           16:0.64           17:0.04           18:2              19:2.84           20:0.907029       21:0.0194414      22:0.163778       23:0.0143043      24:0.543113       
1 1:8.38395        2:1.84945        3:1.72984        4:0.29362        5:0.0605501      6:0.4            7:0.0576351      8:1.90588        9:0.771104       10:0.235294       11:0.0744065      12:0.458824       13:0.191154       14:0.776471       15:0.355676       16:0.435294       17:0.259358       18:5              19:2.64706        20:0.857887       21:0.052427       22:0.543643       23:0.107901       24:5.36871e+08    
0 1:1.54929        2:0.295776       3:0.0352135      4:0.639969       5:0.00725308     6:0.583333       7:0.0833333      8:1.41667        9:0.0833333      10:0.0833333      11:0.0833333      12:0.583333       13:0              14:1              15:0              16:0.166667       17:0.0833333      18:2              19:2.58333        20:0.86218        21:0.0455128      22:0.521127       23:0.0140845      24:0.0750097      
0 1:0.0636826      2:0.182495       3:0.108952       4:0.284091       5:0              6:0.3125         7:0.0625         8:2.125          9:0.125          10:0.25           11:0              12:0.21875        13:0.03125        14:0.84375        15:0.03125        16:0.5625         17:0.0625         18:2              19:1.875          20:0.906971       21:0.000721157    22:0.716398       23:0.012173       24:0.10819        
1 1:12.6981        2:0.736196       3:0.73007        4:0.182106       5:0.0253698      6:0.407979       7:0.175929       8:1.65508        9:0.588474       10:0.391248       11:0.136191       12:0.560489       13:0.201244       14:0.625483       15:0.345917       16:0.510296       17:0.221418       18:21             19:16.0946        20:0.936145       21:0.046819       22:0.162841       23:0.0417278      24:0.341304       
1 1:20.9257        2:0.541792       3:1.86295        4:0.174194       5:0.0148605      6:0.406103       7:0.132354       8:1.56573        9:0.443078       10:0.352113       11:0.109401       12:0.680751       13:0.267441       14:0.737089       15:0.408788       16:0.530516       17:0.253869       18:12             19:10.5775        20:0.919089       21:0.0594816      22:0.17617        23:0.0577396      24:0.235118       
0 1:7.41806        2:0.432625       3:0.918575       4:0.505983       5:0.132633       6:0.55814        7:0.139535       8:1.23256        9:0.162791       10:0.255814       11:0.0232558      12:0.77907        13:0.267442       14:1.72093        15:0.627907       16:1.03488        17:0.127907       18:2              19:5.46512        20:0.883379       21:0.0363739      22:0.16923        23:0.0576803      24:0.910647       
1 1:1.75206        2:0.655394       3:1.11925        4:0.306949       5:0.0215861      6:0.331429       7:0.0464231      8:1.30286        9:0.31047        10:0.32           11:0.0740656      12:0.782857       13:0.37697        14:0.922857       15:0.334566       16:0.671429       17:0.238293       18:7              19:5.9            20:0.941002       21:0.0281922      22:0.155874       23:0.00774732     24:0.291848       
1 1:2.1012         2:0.274828       3:1.1592         4:0.387217       5:0.0462008      6:0.390244       7:0.179231       8:1.70732        9:1.01036        10:0.365854       11:0.219512       12:0.670732       13:0.160402       14:0.371951       15:0.0630737      16:0.542683       17:0.206508       18:4              19:3.92683        20:0.95299        21:0.020793       22:0.15394        23:0.0302545      24:0.343437       
1 1:0.546743       2:0.555596       3:1.04216        4:0.217887       5:0.0213977      6:0.328571       7:0.14357        8:0.957143       9:0.185714       10:0.192857       11:0.0371154      12:0.732143       13:0.29021        14:0.567857       15:0.229546       16:0.357143       17:0.127375       18:4              19:2.42857        20:0.941717       21:0.0309837      22:0.152848       23:0.00876491     24:0.308752       
0 1:11.6562        2:0.494705       3:0.210068       4:0.648352       5:0.130495       6:0.833333       7:0.333333       8:1.91667        9:0.25           10:0              11:0              12:1.08333        13:0.583333       14:2.08333        15:1              16:0.0833333      17:0              18:2              19:5.33333        20:0.781667       21:0.0683333      22:0.474356       23:0.0183975      24:0.856833       
0 1:2.98862        2:0.565346       3:0.304535       4:0.801668       5:0.0411354      6:0.363636       7:0              8:1.27273        9:0.181818       10:0.181818       11:0              12:0.681818       13:0.0454546      14:0.636364       15:0.181818       16:0.409091       17:0.0454545      18:2              19:4              20:0.878066       21:0.00505051     22:0.338847       23:0.0132656      24:0.439018       
0 1:0.562424       2:0.322968       3:0.309475       4:0.521261       5:0.0893982      6:0.372549       7:0.0588235      8:1.33333        9:0.0392157      10:0.372549       11:0.0588235      12:1.4902         13:1.13725        14:1.56863        15:0.980392       16:0.607843       17:0.215686       18:2              19:3.5098         20:0.982518       21:0.0042786      22:0.106594       23:0.0299013      24:0.831329       
1 1:3.62016        2:0.317386       3:1.25397        4:0.173027       5:0.00180446     6:0.319728       7:0.0280483      8:1.33333        9:0.109691       10:0.292517       11:0.0152114      12:0.809524       13:0.300554       14:0.731292       15:0.322771       16:0.540816       17:0.376446       18:6              19:4.61225        20:0.908819       21:0.0346788      22:0.265572       23:0.0596947      24:0.265721       
1 1:3.74983        2:0.549243       3:0.720106       4:0.175647       5:0.0015591      6:0.386364       7:0.0393648      8:1.30682        9:0.0590472      10:0.318182       11:0.0321412      12:1.00568        13:0.347056       14:0.653409       15:0.36199        16:0.5            17:0.332083       18:4              19:3.65909        20:0.90544        21:0.0142455      22:0.244212       23:0.0693467      24:0.218071       
0 1:8.0576         2:2.05316        3:5.34279        4:0.0568878      5:0.00944907     6:0.103093       7:0.0476165      8:0.635739       9:0.0634577      10:0.0962199      11:0.0370114      12:0.0274914      13:0.00971968     14:0.0670103      15:0.00987038     16:0.0360825      17:0.0142725      18:6              19:0.515464       20:0.840299       21:0.0625466      22:0.55308        23:0.1134         24:0.896523       
1 1:5.86126        2:0.725377       3:1.82052        4:0.146006       5:0.015484       6:0.263736       7:0.0380671      8:0.978022       9:0.274945       10:0.153846       11:0              12:0.576923       13:0.151074       14:0.686813       15:0.2676         16:0.351648       17:0.202925       18:7              19:5.5            20:0.765894       21:0.0347541      22:0.678132       23:0.104932       24:0.464491       
1 1:9.18776        2:0.639194       3:0.52406        4:0.147301       5:0.0458258      6:0.251748       7:0.0301268      8:1.02937        9:0.262371       10:0.237762       11:0.107319       12:0.416783       13:0.154024       14:0.436364       15:0.270809       16:0.321678       17:0.116613       18:13             19:6.41818        20:0.820035       21:0.0538244      22:0.27213        23:0.0787213      24:3.57914e+08    
0 1:0.914383       2:0.102434       3:0.174786       4:0.288105       5:0.00778672     6:0.277778       7:0.0392837      8:1.18056        9:0.141639       10:0.277778       11:0.0392837      12:0.416667       13:0.132855       14:0.673611       15:0.123056       16:0.5625         17:0.0294628      18:3              19:2.66667        20:0.879416       21:0.00367046     22:0.148915       23:0.0159862      24:0.185563       
1 1:1.45836        2:0.242334       3:0.598926       4:0.154636       5:0.0157587      6:0.318182       7:0.0454545      8:1.33636        9:0.44915        10:0.345455       11:0.139657       12:0.397727       13:0.25718        14:0.622727       15:0.29002        16:0.402273       17:0.200992       18:10             19:6.79545        20:0.828257       21:0.047885       22:0.320127       23:0.0618534      24:0.371961       
1 1:1.8972         2:0.411256       3:0.575901       4:0.223798       5:0.0388424      6:0.328571       7:0.139077       8:1.40952        9:0.653128       10:0.280952       11:0.155693       12:0.464286       13:0.139423       14:0.585714       15:0.214444       16:0.378571       17:0.104355       18:14             19:10.1333        20:0.760375       21:0.0320063      22:0.350008       23:0.0669662      24:0.425861       
0 1:14.3121        2:0.749462       3:0.106071       4:0.49792        5:0.0103038      6:0.263158       7:0.0526316      8:0.894737       9:0.157895       10:0.157895       11:0.0526316      12:0.447368       13:0.0789474      14:0.368421       15:0.105263       16:0.289474       17:0.0263158      18:2              19:2.31579        20:0.778804       21:0.00380436     22:0.297321       23:0.00267857     24:0.785393       
0 1:1.14286        2:0.359215       3:0.503338       4:0.826429       5:0.0664286      6:0.4            7:0              8:1.2            9:0.2            10:0.2            11:0              12:0.65           13:0.05           14:0.75           15:0.25           16:0.7            17:0.3            18:2              19:4              20:0.888369       21:0.0207219      22:0.363276       23:0.0256133      24:0.365273       
0 1:19.3369        2:1.90413        3:3.70627        4:0.140293       5:0.0265832      6:0.165385       7:0.0567878      8:1.10385        9:0.4889         10:0.192308       11:0.14524        12:0.173077       13:0.0689632      14:0.790385       15:0.631279       16:0.451923       17:0.440002       18:13             19:6.1            20:0.860518       21:0.0494239      22:0.561814       23:0.0983323      24:3.57914e+08    
0 1:16.2912        2:1.50691        3:2.51517        4:0.190788       5:0.0220594      6:0.228571       7:0.0998866      8:1.06667        9:0.417095       10:0.171429       11:0.150585       12:0.309524       13:0.229017       14:0.876191       15:0.732838       16:0.347619       17:0.365738       18:14             19:6.63333        20:0.885195       21:0.0523864      22:0.519124       23:0.0984177      24:3.30382e+08    
1 1:0.524877       2:0.210363       3:0.468671       4:0.165433       5:0.00995081     6:0.469136       7:0.0855334      8:1.95062        9:0.909232       10:0.329218       11:0.105401       12:0.695473       13:0.258245       14:0.674897       15:0.420035       16:0.465021       17:0.196844       18:9              19:7.14815        20:0.862222       21:0.0295782      22:0.622331       23:0.0298882      24:0.163112       
1 1:1.08018        2:0.25571        3:0.257209       4:0.165689       5:0.0124747      6:0.484848       7:0.115464       8:1.79125        9:0.924548       10:0.316498       11:0.109828       12:0.609428       13:0.250384       14:0.545455       15:0.351041       16:0.393939       17:0.184357       18:11             19:7.92593        20:0.835929       21:0.0456819      22:0.659821       23:0.0410676      24:0.248441       
0 1:5.16721        2:1.01197        3:1.38498        4:0.290189       5:0.0269388      6:0.311111       7:0.108866       8:2.33333        9:0.575208       10:0.333333       11:0.121716       12:0.244444       13:0.159474       14:1.6            15:0.729789       16:1.04444        17:0.489898       18:5              19:8.22222        20:0.888862       21:0.0616029      22:0.559112       23:0.0455737      24:0.461611       
1 1:1.15984        2:0.252989       3:0.384118       4:0.176394       5:0.00631229     6:0.47           7:0.101489       8:1.9            9:0.806722       10:0.34           11:0.103923       12:0.605          13:0.253328       14:0.63           15:0.318591       16:0.355          17:0.133323       18:8              19:5.92           20:0.824949       21:0.0525661      22:0.638905       23:0.0428726      24:0.243337       
0 1:35.394         2:1.1314         3:3.19389        4:0.0392998      5:0.00528949     6:0.138843       7:0.104067       8:0.932231       9:0.838595       10:0.150413       11:0.103342       12:0.0702479      13:0.0486481      14:0.495868       15:0.482959       16:0.0983471      17:0.0606693      18:10             19:1.02479        20:0.780219       21:0.0490622      22:0.629926       23:0.142141       24:4.77219e+08    
0 1:17.198         2:1.31939        3:3.54389        4:0.0645289      5:0.00723364     6:0.241558       7:0.278177       8:1.03636        9:1.04049        10:0.0909091      11:0.0697924      12:0.163636       13:0.17857        14:0.654545       15:0.65821        16:0.0584416      17:0.0419623      18:11             19:3.98571        20:0.798165       21:0.0568702      22:0.650931       23:0.0586766      24:2.14748e+08    
0 1:6.36217        2:0.446617       3:1.41984        4:0.0666426      5:0.00241335     6:0.25           7:0.0681818      8:1.28409        9:0.397727       10:0.261364       11:0.125          12:0.119318       13:0.0284091      14:0.681818       15:0.181818       16:0.176136       17:0.130682       18:2              19:0.522727       20:0.785012       21:0.0506366      22:0.523808       23:0.0149673      24:0.633107       
0 1:11.6826        2:1.26683        3:3.6767         4:0.0748362      5:0.0142767      6:0.155556       7:0.0431922      8:0.918519       9:0.192307       10:0.140741       11:0.0637209      12:0.114815       13:0.033945       14:0.551852       15:0.0541805      16:0.0814815      17:0.030089       18:5              19:1.33333        20:0.876772       21:0.0805932      22:0.709287       23:0.0547114      24:0.724959       
0 1:9.35194        2:0.462967       3:0.18095        4:0.0623706      5:0.00439959     6:0.304348       7:0              8:1.17391        9:0.0869566      10:0.217391       11:0.0434783      12:0.130435       13:0.0652174      14:0.641304       15:0.0326087      16:0.184783       17:0.0108696      18:2              19:1.13043        20:0.8442         21:0.0423981      22:0.839706       23:0.0602941      24:0.59269        
0 1:7.11781        2:0.818298       3:1.72546        4:0.103086       5:0.00493827     6:0.361111       7:0.0277778      8:1.11111        9:0.333333       10:0.166667       11:0.111111       12:0.194444       13:0.0555556      14:0.763889       15:0.236111       16:0.0972222      17:0.0416667      18:2              19:0.666667       20:0.873782       21:0.0337815      22:0.71397        23:0.0216622      24:0.397516       
0 1:4.46405        2:0.135307       3:0.38623        4:0.203005       5:0.00351662     6:0.0869565      7:0.0869565      8:1.34783        9:0.391304       10:0.217391       11:0.130435       12:0.108696       13:0.0652174      14:1.21739        15:0.0434783      16:0.23913        17:0.152174       18:2              19:1.43478        20:0.830529       21:0.0132211      22:0.631982       23:0.0303558      24:0.403242       
0 1:2.0323         2:0.683395       3:3.41823        4:0.0795045      5:0.00518018     6:0.216216       7:0              8:1.21622        9:0.405405       10:0.216216       11:0.0540541      12:0.0810811      13:0.027027       14:0.567568       15:0.243243       16:0.108108       17:0              18:2              19:0.486486       20:0.716032       21:0.00326616     22:0.827697       23:0.00125054     24:0.608414       
0 1:0.494751       2:0.142807       3:0.315845       4:0.122378       5:0.00369076     6:0.222222       7:0.0555556      8:1.08333        9:0.138889       10:0.194444       11:0.0277778      12:0.180556       13:0.0694444      14:0.458333       15:0.0694444      16:0.111111       17:0.0555556      18:2              19:1.02778        20:0.794737       21:0.00526318     22:0.769239       23:0.0465502      24:0.554815       
0 1:21.9536        2:0.355072       3:4.01852        4:0.234615       5:0.0108392      6:0.318182       7:0.136364       8:1.36364        9:0.272727       10:0.0454545      11:0.0454545      12:0.340909       13:0.159091       14:0.75           15:0.159091       16:0.0909091      17:0.0454545      18:2              19:2.31818        20:0.84796        21:0.0391366      22:0.716049       23:0.0493827      24:0.947052       
0 1:7.93586        2:0.416801       3:0.567631       4:0.10915        5:0.0143791      6:0.235294       7:0              8:0.823529       9:0.176471       10:0.117647       11:0.0588235      12:0.205882       13:0.0588235      14:0.455882       15:0.0441176      16:0.0441176      17:0.0147059      18:2              19:0.823529       20:0.896251       21:0.00915432     22:0.747182       23:0.00644124     24:0.846149       
0 1:0.362526       2:0.571526       3:0.500195       4:0.15641        5:0.0025641      6:0.346154       7:0.115385       8:1.07692        9:0.230769       10:0.0769231      11:0.0769231      12:0.230769       13:0.0769231      14:0.557692       15:0.0961539      16:0.0576923      17:0.0192308      18:2              19:0.692308       20:0.765276       21:0.038003       22:0.740998       23:0.0124266      24:0.315194       
1 1:11.2919        2:1.82938        3:1.44328        4:0.210988       5:0.00566486     6:0.411523       7:0.0493827      8:1.33745        9:0.00411522     10:0.358025       11:0.0288066      12:0.68107        13:0.0884773      14:0.55144        15:0.271605       16:0.442387       17:0.183128       18:2              19:1.2963         20:0.95502        21:0.00922436     22:0.0387706      23:0.0124456      24:0.251444       
0 1:4.34929        2:1.03107        3:1.52904        4:0.275962       5:0.046724       6:1.82682        7:0.329609       8:4.31844        9:0.418994       10:1.31844        11:0.268156       12:1.7067         13:0.27095        14:3.96089        15:0.268156       16:1.18715        17:0.304469       18:2              19:3.42458        20:0.812823       21:0.0586224      22:0.123217       23:0.028456       24:0.603514       
1 1:2.43159        2:0.573669       3:1.42887        4:0.192026       5:0.00729201     6:0.459459       7:0.018018       8:1.74324        9:0.301802       10:0.382883       11:0.0135135      12:0.686937       13:0.0653153      14:1.35586        15:0.18018        16:0.772523       17:0.0788288      18:2              19:1.31532        20:0.957601       21:0.00404847     22:0.0590697      23:0.0032803      24:0.172726       
