0 1:10.7659        2:0.214333       3:1.49207        4:0.274902       5:0.0325305      6:0.594595       7:0.162162       8:2.13514        9:0.297297       10:0.513514       11:0.0810811      12:0.783784       13:0.27027        14:2.31081        15:0.121622       16:0.648649       17:0.0540541      18:2              19:3.94595        20:0.799263       21:0.0731649      22:0.324389       23:0.0591451      24:0.647349       
1 1:2.6955         2:0.519291       3:0.540447       4:0.163997       5:0.027551       6:0.380142       7:0.11779        8:1.40993        9:0.375455       10:0.351773       11:0.076858       12:0.631206       13:0.248085       14:0.673759       15:0.487209       16:0.765957       17:0.206723       18:15             19:10.7447        20:0.940653       21:0.0551097      22:0.413943       23:0.0498304      24:0.283798       
0 1:2.2145         2:0.291008       3:0.568428       4:0.244754       5:0.0190394      6:0.275          7:0.275          8:1.125          9:1.125          10:0.05           11:0.05           12:0.225          13:0.225          14:1.225          15:1.225          16:0.125          17:0.125          18:2              19:1.65           20:0.790446       21:0.0841522      22:0.174639       23:0.17179        24:0.665359       
1 1:1.11081        2:0.508487       3:0.716133       4:0.193222       5:0.0122386      6:0.440476       7:0.131911       8:1.48413        9:0.48315        10:0.321429       11:0.0790669      12:0.654762       13:0.28632        14:0.621032       15:0.464052       16:0.71627        17:0.197588       18:14             19:11.4167        20:0.904963       21:0.0582922      22:0.476656       23:0.0365618      24:0.255646       
0 1:7.37878        2:0.834366       3:0.711487       4:0.195588       5:0.00441176     6:0.55           7:0.25           8:2.05           9:0.15           10:0.3            11:0.1            12:0.85           13:0.1            14:2.575          15:0.475          16:0.425          17:0.075          18:2              19:4.1            20:0.721465       21:0.0195421      22:0.713187       23:0.056044       24:0.563371       
0 1:5.41814        2:0.0602455      3:0.539436       4:0.249141       5:0.0108594      6:0.3125         7:0.0625         8:1.6875         9:0.6875         10:0.1875         11:0.0625         12:0.34375        13:0.03125        14:2.9375         15:1.125          16:0.59375        17:0.09375        18:2              19:9.25           20:0.802486       21:0.0960644      22:0.66886        23:0.00219297     24:0.819983       
0 1:4.12368        2:0.812988       3:0.956367       4:0.470419       5:0.00577201     6:0.454545       7:0.0909091      8:2.09091        9:0.0909091      10:0.0909091      11:0.0909091      12:0.727273       13:0.0909091      14:3.45455        15:1.27273        16:0.0909091      17:0              18:2              19:9.36364        20:0.784263       21:0.0474205      22:0.599863       23:0.0187815      24:0.554809       
1 1:0.661134       2:0.10112        3:0.157097       4:0.152803       5:0.00781531     6:0.401961       7:0.118866       8:1.55392        9:0.416724       10:0.318627       11:0.00849045     12:0.561275       13:0.152257       14:0.316176       15:0.112291       16:0.45098        17:0.0567443      18:4              19:2.79412        20:0.978338       21:0.0132984      22:0.111063       23:0.0456797      24:0.126869       
1 1:1.42872        2:0.335095       3:1.07194        4:0.154601       5:0.00545552     6:0.399038       7:0.124908       8:1.50962        9:0.417024       10:0.389423       11:0.141562       12:0.507212       13:0.0839283      14:0.358173       15:0.174192       16:0.5            17:0.0851925      18:4              19:2.77885        20:0.982566       21:0.00636907     22:0.107366       23:0.0401478      24:0.109048       
0 1:24.0471        2:5.85305        3:10.8969        4:0.217402       5:0.0127092      6:0.304348       7:0.0614875      8:1.15217        9:0.262675       10:0.275362       11:0.0409917      12:0.213768       13:0.0102479      14:0.115942       15:0.0888974      16:0.192029       17:0.0135567      18:3              19:1.92391        20:0.979251       21:0.0124053      22:0.126824       23:0.014122       24:0.485157       
0 1:7.375          2:0.218458       3:1.07064        4:0.202731       5:0.00735934     6:0.358974       7:0.0274114      8:1.33333        9:0.0548228      10:0.315018       11:0.0103605      12:0.271062       13:0.0967754      14:0.21978        15:0.14825        16:0.190476       17:0.00518027     18:3              19:1.93407        20:0.893051       21:0.104413       22:0.136864       23:0.00985982     24:0.264544       
1 1:0.325875       2:0.189275       3:0.137085       4:0.152476       5:0.0124551      6:0.5            7:0.148222       8:1.97183        9:0.403319       10:0.584507       11:0.0365926      12:0.53169        13:0.256318       14:0.556338       15:0.314703       16:0.792253       17:0.0288217      18:4              19:2.80282        20:0.982073       21:0.00398628     22:0.243374       23:0.0199889      24:0.153574       
1 1:0.175378       2:0.310778       3:0.322619       4:0.157897       5:0.00428624     6:0.551724       7:0.0995431      8:2.48276        9:0.339616       10:0.557471       11:0.0642548      12:0.635057       13:0.226429       14:0.591954       15:0.212954       16:0.675287       17:0.127251       18:6              19:4.39655        20:0.979942       21:0.00581764     22:0.330138       23:0.0418581      24:0.140425       
1 1:2.22579        2:0.51296        3:0.926039       4:0.15242        5:0.0102502      6:0.63           7:0.18412        8:2.735          9:0.80273        10:0.56           11:0.121655       12:0.58           13:0.18           14:0.4425         15:0.161381       16:0.6275         17:0.10195        18:8              19:6.06           20:0.907501       21:0.0722001      22:0.394544       23:0.0561804      24:0.203446       
1 1:5.37885        2:0.523035       3:0.669228       4:0.178321       5:0.0171969      6:0.433333       7:0.160631       8:1.5037         9:0.485962       10:0.311111       11:0.11967        12:0.259259       13:0.131729       14:0.285185       15:0.253183       16:0.259259       17:0.158914       18:18             19:10.4           20:0.878258       21:0.07819        22:0.542232       23:0.0377738      24:0.315829       
1 1:0.00774574     2:0.221809       3:0.938675       4:0.18824        5:0.0243696      6:0.182353       7:0.182353       8:1.28824        9:0.758824       10:0.282353       11:0.0235294      12:0.176471       13:0.176471       14:1.32353        15:0.0705882      16:0.326471       17:0.108824       18:2              19:4.81765        20:0.833765       21:0.105872       22:0.0861748      23:0.0323859      24:0.795084       
1 1:1.1102         2:1.58654        3:0.971801       4:0.154617       5:0.00625462     6:0.300388       7:0.055326       8:1.17248        9:0.255101       10:0.271318       11:0.0620155      12:0.351744       13:0.10269        14:0.473837       15:0.236797       16:0.291667       17:0.102837       18:8              19:3.93023        20:0.977309       21:0.00582914     22:0.109651       23:0.0191907      24:0.22212        
1 1:0.171271       2:0.176556       3:0.171365       4:0.203159       5:0.0174901      6:0.39433        7:0.131393       8:1.56186        9:0.593545       10:0.438144       11:0.150371       12:0.407216       13:0.178785       14:0.409794       15:0.157765       16:0.381443       17:0.114915       18:8              19:4.95876        20:0.986091       21:0.0044116      22:0.108458       23:0.021375       24:0.236625       
0 1:10.2278        2:0.361075       3:1.59288        4:0.116274       5:0.0276273      6:0.230556       7:0.189258       8:0.836111       9:0.590891       10:0.189815       11:0.215554       12:0.360648       13:0.250145       14:0.976389       15:0.756349       16:0.275926       17:0.298582       18:20             19:8.06481        20:0.777008       21:0.0568093      22:0.27233        23:0.0549142      24:1.13025e+08    
1 1:0.146084       2:0.155897       3:0.0990068      4:0.170505       5:0.00740537     6:0.282967       7:0.0732028      8:1.1978         9:0.238806       10:0.285714       11:0.0758361      12:0.350275       13:0.132823       14:0.534341       15:0.271033       16:0.381868       17:0.096526       18:7              19:3.77885        20:0.982943       21:0.00230593     22:0.128835       23:0.0179072      24:0.185675       
1 1:0.537207       2:0.660795       3:0.468925       4:0.143002       5:0.00879589     6:0.255072       7:0.0599657      8:1.16522        9:0.44848        10:0.243478       11:0.0531313      12:0.394203       13:0.0342961      14:0.423188       15:0.186478       16:0.315942       17:0.0603845      18:6              19:3.57391        20:0.97941        21:0.00499653     22:0.117389       23:0.0270141      24:0.273523       
0 1:9.42623        2:0.355105       3:1.56812        4:0.0665607      5:0.0154012      6:0.416667       7:0.205067       8:1.2963         9:0.425422       10:0.252315       11:0.119857       12:0.554398       13:0.389868       14:1.01852        15:0.467186       16:0.288194       17:0.196654       18:6              19:3.36111        20:0.819846       21:0.0164387      22:0.332467       23:0.0761142      24:0.754317       
0 1:6.7329         2:0.32478        3:2.35868        4:0.0825637      5:0.0110693      6:0.228512       7:0.0326129      8:0.972746       9:0.287999       10:0.21174        11:0.00296481     12:0.259958       13:0.0670204      14:0.704402       15:0.486057       16:0.331237       17:0.0527036      18:3              19:0.754717       20:0.839951       21:0.0574324      22:0.239805       23:0.0359408      24:0.559106       
0 1:0.463212       2:0.172791       3:0.237587       4:0.66836        5:0.0056116      6:0.357143       7:0.0238095      8:1.19048        9:0              10:0.309524       11:0.0238095      12:1.22619        13:0.0119048      14:0.0595238      15:0.0119048      16:1.21429        17:0              18:2              19:2.52381        20:0.924021       21:0.0190174      22:0.0937204      23:0.00281135     24:0.144473       
0 1:1.29282        2:0.138773       3:0.103523       4:0.646887       5:0.129288       6:0.3            7:0.0408248      8:1.1            9:0.141421       10:0.25           11:0.0408248      12:1.3            13:0.0353554      14:0.35           15:0.424755       16:1              17:0.406714       18:3              19:5.4            20:0.946154       21:0.0178471      22:0.106351       23:0.0183719      24:0.404431       
0 1:37.8775        2:0.569009       3:1.62353        4:0.0788698      5:0.0158159      6:0.236842       7:0.15616        8:0.957895       9:0.627678       10:0.145614       11:0.125864       12:0.275439       13:0.193707       14:1.0386         15:1.0348         16:0.178947       17:0.21223        18:12             19:5.63158        20:0.783311       21:0.0538516      22:0.454162       23:0.0809468      24:1.95226e+08    
0 1:13.1717        2:0.974496       3:2.24251        4:0.474519       5:0.108354       6:0.292683       7:0.0308515      8:1.01463        9:0.172878       10:0.263415       11:0.0585366      12:0.707317       13:0.359456       14:0.497561       15:0.200297       16:0.678049       17:0.30479        18:5              19:5.26829        20:0.888681       21:0.0982432      22:0.15613        23:0.0371229      24:0.69928        
0 1:3.93177        2:0.102451       3:0.197723       4:0.112698       5:0.00357143     6:0.277778       7:0.277778       8:1.68056        9:1.18056        10:0.347222       11:0.0416667      12:0.618056       13:0.618056       14:2.10417        15:1.46528        16:0.25           17:0.0833333      18:2              19:3.38889        20:0.735741       21:0.0265778      22:0.274192       23:0.0865777      24:0.893209       
0 1:0.139179       2:0.208233       3:0.16396        4:0.430457       5:0.00145745     6:0.575          7:0.075          8:1.775          9:0.025          10:0.275          11:0.025          12:0.6875         13:0.1625         14:1.0375         15:0.0125         16:1              17:0.25           18:2              19:2.625          20:0.907873       21:0.00250444     22:0.148631       23:0.00981097     24:0.103328       
0 1:4.03634        2:0.125198       3:1.15929        4:0.243598       5:0.0415674      6:0.528302       7:0.184867       8:1.63522        9:0.949831       10:0.289308       11:0.0470649      12:0.880503       13:0.131023       14:1.59119        15:0.826942       16:0.396226       17:0.122278       18:3              19:1.75472        20:0.757885       21:0.0426439      22:0.264032       23:0.0370861      24:0.974776       
0 1:1.48196        2:0.0763054      3:0.354858       4:0.763564       5:0.00102484     6:0.37931        7:0.0344827      8:1.31034        9:0.0689656      10:0.310345       11:0.0344828      12:1.37931        13:0              14:0.224138       15:0.189655       16:1.5            17:0.155172       18:2              19:3.10345        20:0.97337        21:0.00489131     22:0.124704       23:0.00385265     24:0.150057       
0 1:0.287037       2:0.0343742      3:0.119781       4:0.346986       5:0.0511758      6:0.333333       7:0.025641       8:1.61538        9:0.435897       10:0.358974       11:0.102564       12:0.948718       13:0.0769231      14:1.14103        15:0.0641025      16:0.525641       17:0.0384616      18:2              19:2.46154        20:0.907126       21:0.014509       22:0.179081       23:0.0249686      24:0.462871       
0 1:10.9121        2:5.51002        3:4.98624        4:0.45049        5:0.105786       6:0.430556       7:0.185821       8:1.27778        9:0.3869         10:0.222222       11:0.0555556      12:0.875          13:0.446393       14:0.520833       15:0.435843       16:0.895833       17:0.431842       18:4              19:5.47222        20:0.933443       21:0.0529709      22:0.202275       23:0.0693194      24:0.637243       
0 1:4.73975        2:0.314811       3:0.325893       4:0.597318       5:0.0699974      6:0.208333       7:0.147314       8:1.1875         9:0.051031       10:0.229167       11:0.0294628      12:0.75           13:0.534609       14:0.5            15:0.641957       16:1.20833        17:0.213986       18:3              19:5.34375        20:0.861776       21:0.0734601      22:0.140489       23:0.0138485      24:0.489027       
0 1:0.95419        2:0.154914       3:0.204301       4:0.722967       5:0.00830755     6:0.322581       7:0              8:1.2043         9:0.0304132      10:0.27957        11:0.0304132      12:1.16129        13:0.0456198      14:0.11828        15:0.0152066      16:1.12903        17:0.0263386      18:3              19:3.70968        20:0.948207       21:0.0142993      22:0.124896       23:0.00114641     24:0.0962696      
0 1:5.90923        2:0.244779       3:0.247783       4:0.545319       5:0.0683211      6:0.301075       7:0.0608264      8:1.07527        9:0.109656       10:0.301075       11:0.0804657      12:1.23656        13:0.214515       14:1.11828        15:0.566331       16:1.55914        17:0.32508        18:3              19:5.51613        20:0.86304        21:0.0547719      22:0.213141       23:0.031759       24:0.563951       
0 1:2.59901        2:0.0866623      3:0.529213       4:0.387788       5:0.0468788      6:0.28           7:0              8:1.1            9:0.02           10:0.24           11:0              12:0.36           13:0.04           14:0.22           15:0.02           16:0.32           17:0.04           18:2              19:1.94           20:0.962802       21:0.0140145      22:0.136198       23:0.0118386      24:0.664348       
0 1:1.35203        2:0.233989       3:0.586123       4:0.524893       5:0.0468744      6:0.287879       7:0.0262432      8:0.924242       9:0.0502519      10:0.181818       11:0.042855       12:0.954545       13:0.273148       14:0.356061       15:0.210355       16:0.704545       17:0.218912       18:4              19:4.78788        20:0.903119       21:0.0222619      22:0.156284       23:0.0203536      24:0.333688       
0 1:3.68235        2:0.357944       3:0.903946       4:0.402439       5:0.101215       6:0.285714       7:0.0571429      8:1.11429        9:0.257143       10:0.285714       11:0.0571429      12:0.357143       13:0.1            14:1.32857        15:0.128571       16:0.514286       17:0.0571429      18:2              19:2.82857        20:0.865299       21:0.0478085      22:0.210212       23:0.0625154      24:0.880129       
0 1:8.13645        2:0.282744       3:0.98755        4:0.144258       5:0.00911481     6:0.333333       7:0.0673435      8:1.7381         9:0.518643       10:0.321429       11:0.145803       12:0.255952       13:0.116946       14:1.8869         15:0.838251       16:0.333333       17:0.124004       18:3              19:2.25           20:0.740842       21:0.0305031      22:0.383695       23:0.0768199      24:0.645689       
0 1:1.35752        2:0.171814       3:1.14874        4:0.192727       5:0.0290909      6:0.522727       7:0.0681818      8:1.86364        9:0.363636       10:0.113636       11:0.0227273      12:0.568182       13:0.136364       14:2              15:0.954545       16:0.0909091      17:0.0227273      18:2              19:1.81818        20:0.765095       21:0.00763229     22:0.413645       23:0.0678366      24:0.867222       
0 1:6.58141        2:0.44814        3:0.483272       4:0.177948       5:0.00619882     6:0.342342       7:0.0254813      8:1.76577        9:0.713477       10:0.162162       11:0.11677        12:0.423423       13:0.23596        14:2.65766        15:1.53624        16:0.126126       17:0.0774984      18:3              19:9.83784        20:0.782742       21:0.0227914      22:0.449599       23:0.046224       24:0.841363       
0 1:5.76043        2:0.424306       3:1.11403        4:0.17958        5:0.0398202      6:0.184524       7:0.0691604      8:0.892857       9:0.471254       10:0.154762       11:0.0816149      12:0.366071       13:0.167488       14:1.07143        15:0.788056       16:0.217262       17:0.135441       18:8              19:10.6429        20:0.782511       21:0.0379542      22:0.438365       23:0.095092       24:0.824864       
0 1:2.581          2:0.126228       3:0.565292       4:0.291077       5:0.0750769      6:0.36           7:0.2            8:1.76           9:0.4            10:0.2            11:0.12           12:2.18           13:1.94           14:3.62           15:0.74           16:0.6            17:0.08           18:2              19:8.36           20:0.733388       21:0.00661203     22:0.53414        23:0.0795942      24:0.742904       
0 1:10.9276        2:2.01746        3:2.24552        4:0.581569       5:0.168228       6:0.4            7:0.20367        8:0.955556       9:0.41036        10:0.155556       11:0.11967        12:1.57778        13:0.706233       14:2              15:0.831776       16:1.13333        17:0.807373       18:6              19:10.9333        20:0.902246       21:0.0757666      22:0.359828       23:0.147381       24:4.29497e+08    
0 1:4.64898        2:0.361801       3:0.689476       4:0.73629        5:0.0662047      6:0.384615       7:0.0769231      8:1.15385        9:0.0769231      10:0.230769       11:0.0769231      12:2.76923        13:0.538462       14:1.69231        15:0              16:1.15385        17:0.615385       18:2              19:5.84615        20:0.884922       21:0.0605322      22:0.261527       23:0.0330788      24:0.507126       
0 1:4.52271        2:0.269138       3:1.43942        4:0.365347       5:0.0409028      6:0.36           7:0.04           8:1.76           9:0.48           10:0.24           11:0.08           12:0.96           13:0.8            14:1.78           15:1.06           16:0.3            17:0.14           18:2              19:2.72           20:0.813551       21:0.0240776      22:0.349309       23:0.0057638      24:0.891058       
0 1:21.7266        2:0.333189       3:1.79586        4:0.245727       5:0.00304485     6:0.309524       7:0.0673435      8:1.80952        9:0.791823       10:0.214286       11:0.101015       12:0.857143       13:0.44128        14:2.59524        15:1.35223        16:0.571429       17:0.51837        18:3              19:10.7143        20:0.795618       21:0.0588183      22:0.446546       23:0.00872823     24:0.800515       
0 1:1.5014         2:0.381306       3:1.12188        4:0.413187       5:0.00989011     6:0.384615       7:0.153846       8:2.34615        9:0.269231       10:0.115385       11:0.0384615      12:0.769231       13:0.192308       14:2.82692        15:0.0192307      16:0.326923       17:0.0576923      18:2              19:7.11538        20:0.748625       21:0.0291529      22:0.353704       23:0.0115353      24:0.799186       
0 1:2.55997        2:0.349942       3:0.665609       4:0.445072       5:0.0700179      6:0.266667       7:0.0471405      8:2.33333        9:1.38163        10:0.2            11:0              12:0.916667       13:0.295334       14:2.5            15:1.63095        16:0.516667       17:0.239212       18:3              19:9.15           20:0.781952       21:0.0547221      22:0.358975       23:0.0783215      24:0.691857       
0 1:0.873772       2:0.354977       3:0.432037       4:0.379365       5:0.0525793      6:0.3            7:0              8:1.65           9:0.75           10:0.15           11:0.05           12:0.5            13:0.2            14:3.05           15:1.75           16:0.4            17:0              18:2              19:4.3            20:0.801195       21:0.0540684      22:0.368871       23:0.0470315      24:0.841491       
0 1:11.4381        2:0.578216       3:1.33172        4:0.283506       5:0.0903011      6:0.181818       7:0.128565       8:1.34545        9:0.464971       10:0.181818       11:0.0995859      12:0.245455       13:0.169101       14:2.42727        15:1.26249        16:0.472727       17:0.41421        18:5              19:9.72727        20:0.764828       21:0.0414784      22:0.560849       23:0.125661       24:0.913962       
0 1:0.740966       2:0.366673       3:0.805889       4:0.869022       5:0.0204511      6:0.4            7:0              8:1.2            9:0              10:0.2            11:0              12:3.4            13:0              14:2.1            15:0.5            16:1.5            17:0.5            18:2              19:7.3            20:0.845506       21:0.0151493      22:0.290941       23:0.00676863     24:0.185881       
0 1:5.23044        2:0.0583611      3:1.15845        4:0.392825       5:0.0565677      6:0.473684       7:0.0526316      8:3              9:0.789474       10:0.315789       11:0              12:1.07895        13:0.289474       14:2.63158        15:0.315789       16:0.552632       17:0.131579       18:2              19:4.10526        20:0.728311       21:0.0041731      22:0.490876       23:0.104776       24:0.706421       
0 1:4.79408        2:0.716358       3:1.22076        4:0.234438       5:0.0492608      6:0.218391       7:0.122186       8:0.954023       9:0.336489       10:0.091954       11:0.0514039      12:0.350575       13:0.302858       14:1.14943        15:0.495588       16:0.12069        17:0.0517241      18:6              19:7.41379        20:0.780364       21:0.0552236      22:0.459428       23:0.0897026      24:0.770764       
0 1:15.2185        2:0.436528       3:1.1706         4:0.215071       5:0.0293473      6:0.316667       7:0.128019       8:0.783333       9:0.419987       10:0.15           11:0.0866025      12:0.341667       13:0.0433013      14:0.983333       15:0.371558       16:0.175          17:0.0794949      18:4              19:4.46667        20:0.748885       21:0.024073       22:0.501594       23:0.0964596      24:0.581875       
0 1:18.2044        2:0.158775       3:1.5349         4:0.457693       5:0.029122       6:0.411765       7:0.0588235      8:1.52941        9:0.117647       10:0.176471       11:0.0588235      12:0.823529       13:0.352941       14:1.08824        15:0.558824       16:0.441176       17:0.147059       18:2              19:5.41176        20:0.794951       21:0.0542106      22:0.387571       23:0.000778526    24:0.816629       
0 1:1.16936        2:1.01552        3:1.21797        4:0.414612       5:0.0797554      6:0.375          7:0.0883883      8:1.28125        9:0.357673       10:0.125          11:0              12:0.671875       13:0.405949       14:1.26562        15:0.651583       16:0.28125        17:0.200098       18:4              19:15.6875        20:0.731862       21:0.0358455      22:0.504366       23:0.0586587      24:0.834539       
0 1:8.45473        2:0.706932       3:1.11656        4:0.536524       5:0.0724721      6:0.470588       7:0              8:1.35294        9:0.0588235      10:0.0588235      11:0.0588235      12:0.970588       13:0.147059       14:1.38235        15:0.147059       16:0.176471       17:0.117647       18:2              19:3.11765        20:0.817689       21:0.0129557      22:0.351878       23:0.0895015      24:0.737517       
0 1:18.9306        2:0.243395       3:0.65918        4:0.369407       5:0.0727322      6:0.416667       7:0.155902       8:1.29167        9:0.155902       10:0.166667       11:0.0589256      12:1.02083        13:0.696594       14:1.35417        15:0.51116        16:0.166667       17:0.0589256      18:3              19:8              20:0.758368       21:0.0344846      22:0.524075       23:0.0799497      24:0.91867        
0 1:0.153114       2:0.366299       3:0.139198       4:0.322739       5:0.0169352      6:0.4375         7:0.0625         8:2.25           9:0.25           10:0.375          11:0.125          12:0.53125        13:0.21875        14:2.34375        15:0.71875        16:0.5            17:0.3125         18:2              19:3.3125         20:0.819157       21:0.0728884      22:0.561172       23:0.0432234      24:0.414838       
